year,km_driven,mileage,engine,max_power,seats
2009,70000,18.9,1061,67.0,5
2012,40000,18.9,998,67.1,5
2011,100000,21.1,1197,85.8,5
2012,123000,18.6,1197,85.8,5
2012,77000,22.32,1582,126.32,5
2019,7000,18.78,999,75.0,5
2017,70000,15.37,1196,73.0,5
2011,120000,23.0,1396,90.0,5
2011,70000,18.0,995,62.0,5
2011,105000,17.0,1497,118.0,5
2012,109322,16.36,1495,93.7,5
2013,120000,21.64,1461,84.8,5
2018,24000,17.1,1956,170.0,5
2018,35000,24.0,1199,83.81,5
2017,70000,23.65,1248,88.5,5
2004,100000,10.5,2179,120.0,7
2015,20000,20.51,998,67.0,5
2004,90000,19.369999999999997,1248,81.86,5
2011,60000,20.3,1248,75.0,5
2011,475000,13.5,2179,115.0,5
2009,70000,17.3,1061,64.0,5
2015,40000,20.51,998,67.04,5
2017,34000,28.4,1248,74.02,5
2018,10000,20.3,1199,84.0,5
2015,80000,15.96,2523,62.1,7
2006,100000,17.7,1497,78.0,5
2016,25000,18.9,1197,82.0,5
2009,52000,18.9,1061,67.0,5
2013,63000,23.4,1248,74.0,5
2009,90000,19.0,998,66.1,5
2017,60000,23.84,1199,84.0,5
2011,35000,19.7,796,46.3,5
2010,110000,20.0,1399,68.0,5
2017,61000,26.59,1248,74.0,5
2013,66000,14.7,796,37.0,8
2018,80000,20.62,1198,67.0,7
2017,27000,19.67,1582,126.2,5
2011,139000,18.9,998,67.1,5
2008,10000,16.1,796,37.0,4
2016,30000,21.7,1498,98.96,5
2014,125000,22.32,1582,126.32,5
2018,45000,28.4,1248,74.02,5
2011,30000,18.0,995,62.0,5
2010,80500,19.7,796,46.3,5
2014,200000,23.59,1364,67.04,5
2013,60000,15.96,2523,62.1,7
2004,18000,16.1,796,37.0,4
2006,110000,20.8,1527,58.0,5
2005,90000,19.7,796,46.3,5
2006,120000,17.7,1497,78.0,5
2017,127000,28.4,1248,74.02,5
2009,120000,12.07,2967,241.4,7
2017,40000,17.6,2179,153.86,7
2018,29000,15.1,2179,152.87,7
2016,65755,21.4,1197,83.1,5
2017,46000,16.0,2179,140.0,7
2017,15000,21.1,814,55.2,5
2014,60000,23.4,1248,74.0,5
2017,15500,23.95,998,67.1,5
2015,120000,25.8,1498,98.6,5
2007,120000,14.6,2956,63.0,10
2007,80000,13.6,2523,63.0,7
2019,40000,17.3,1497,121.0,7
2018,15000,18.16,1196,86.8,5
2014,80000,12.99,2494,100.6,8
2010,110000,11.79,2179,120.0,8
2019,20000,22.0,1582,126.2,5
2014,50700,19.09,1405,69.01,5
2013,70000,22.07,1199,73.9,5
2007,120000,11.7,1796,178.0,5
2014,112000,12.99,2494,100.6,8
2018,35000,24.0,1186,73.97,5
2017,50000,19.6,1461,108.45,5
2009,120000,12.05,2179,120.0,7
2006,90000,13.4,1794,125.0,5
2014,70000,26.3,998,67.1,5
2018,20000,23.01,999,67.0,5
2015,60000,20.45,1461,83.8,5
2016,40000,18.12,1995,190.0,5
2013,440000,12.99,2494,100.6,7
2017,60000,18.49,1493,100.0,7
2015,110000,20.51,998,67.04,5
2016,152000,21.19,1396,88.73,5
2011,220000,17.0,1197,80.0,5
2013,70000,15.96,2523,62.1,7
2018,50000,17.0,1198,108.5,5
2011,125000,19.3,1248,73.9,5
2016,60000,18.16,1196,86.8,5
2014,90000,21.94,1196,63.0,5
2017,30000,21.94,1196,63.0,5
2016,90000,12.99,2494,100.6,8
2017,20000,17.0,1198,73.75,5
2012,110000,22.9,1248,74.0,5
2012,110000,23.0,1396,90.0,5
2015,120000,19.67,1582,126.2,5
2010,120000,13.2,1495,93.7,5
2016,110000,21.19,1396,88.73,5
2015,40000,17.57,1193,88.7,5
2012,110000,19.7,1598,103.6,5
2019,20000,16.36,2179,120.0,7
2013,230000,20.0,1399,68.1,5
2010,60000,18.6,1199,79.4,5
2012,35000,19.0,998,67.1,5
2012,45000,25.4,624,38.0,4
2016,25000,17.57,1193,88.7,5
2014,10000,18.6,1197,81.83,5
2018,19000,20.51,998,67.04,5
2019,10000,21.4,1197,83.1,5
2019,25000,18.15,1198,82.0,6
2012,30000,20.36,1197,78.9,5
2014,90000,15.96,2523,62.1,7
2017,20000,23.84,1199,84.0,5
2018,48000,19.87,1461,83.14,5
2009,120000,12.05,2179,120.0,7
2012,210000,19.3,1248,73.9,5
2010,200400,19.81,1086,68.05,5
2008,110000,20.36,1197,78.9,5
2014,38000,13.93,2179,138.03,7
2004,90000,13.4,1794,125.0,5
2017,43000,24.52,1248,88.5,7
2016,26000,20.51,998,67.04,5
2006,120000,16.8,1493,110.0,5
2008,70000,19.7,796,46.3,5
2007,120000,13.93,2956,138.1,7
2016,20000,20.73,1373,91.1,5
2013,25000,23.57,1396,70.0,5
2017,60000,28.4,1248,74.02,5
2008,80000,12.2,1948,68.0,10
2014,80000,16.8,796,34.2,8
2019,17000,15.0,1991,194.4,5
2018,10000,22.48,1995,187.74,5
2017,52000,12.0,2354,187.4,5
2011,20000,18.6,1197,85.8,5
2019,25000,20.3,1199,84.0,5
2006,70000,15.9,1298,85.0,5
2014,40000,15.1,2179,140.0,7
2020,7300,21.01,1197,81.8,5
2018,25000,28.09,1248,88.5,5
2010,100000,19.7,796,46.3,5
2017,35000,25.32,1198,77.0,6
2012,100000,19.369999999999997,1248,81.86,5
2013,80000,22.32,1582,126.32,5
2010,60000,20.36,1197,78.9,5
2014,110000,20.14,1498,88.8,5
2008,40000,0.0,1086,62.0,5
2010,90000,21.4,1586,103.3,5
2012,95000,19.7,1598,103.6,5
2011,200000,13.6,2523,63.0,7
2015,30000,25.2,1248,74.0,5
2013,70000,20.14,1498,88.5,5
2014,80000,12.55,2982,168.7,7
2016,30000,27.3,1498,98.6,5
2016,15000,18.6,1199,76.8,5
2018,21000,25.83,1498,99.0,5
2014,35000,20.52,1197,81.8,5
2016,25000,18.7,1199,88.7,5
2017,30000,23.84,1199,84.0,5
2019,10000,28.4,1248,74.02,5
2013,40000,20.36,1197,78.9,5
2008,70000,19.7,796,46.3,5
2014,55000,14.0,2179,138.1,7
2016,30000,23.84,1199,84.0,5
2013,125000,15.96,2523,62.1,7
2017,40000,22.77,1498,98.59,5
2017,30000,23.84,1199,84.0,5
2016,30000,18.6,1199,76.8,5
2009,35000,17.5,1298,85.8,5
2018,30000,14.99,1498,104.5,5
2010,60000,18.9,1061,67.0,5
2017,39000,17.01,1591,121.3,5
2019,15000,23.01,999,67.0,5
2016,9750,19.81,1086,68.05,5
2016,110000,13.68,2393,147.8,7
2018,35000,17.5,1199,88.7,5
2015,10000,15.1,2179,140.0,7
2003,157138,10.5,2179,120.0,7
2007,120000,16.8,1493,110.0,5
2008,110000,19.81,1086,68.05,5
2018,46000,15.1,2179,152.87,7
2006,102000,16.1,1298,88.2,5
2016,110000,13.68,2393,147.8,7
1991,120000,19.369999999999997,1248,81.86,5
2009,285000,12.8,2494,102.0,8
2015,50000,17.4,1497,117.3,5
2012,120000,21.5,1248,88.8,5
2011,93000,21.9,1396,90.0,5
2018,50000,16.5,1493,70.0,7
2010,70000,15.7,1405,70.0,5
2008,90000,19.369999999999997,1248,81.86,5
2019,5000,18.9,1197,81.86,5
2014,122000,15.1,2179,140.0,7
2015,74000,24.4,1120,71.0,5
2011,30000,20.92,998,67.1,5
2020,10000,18.76,1462,103.26,5
2014,80000,23.1,998,67.04,5
2008,120000,17.0,1405,70.0,5
2010,120000,16.2,1493,110.0,5
2017,127991,25.5,1498,98.6,5
1999,198000,14.8,1998,68.0,5
2010,65000,15.64,1193,64.1,5
2002,90000,19.369999999999997,1248,81.86,5
2018,20000,28.09,1248,88.5,5
2016,60000,17.0,1198,73.75,5
2018,13120,25.17,799,53.3,5
2017,87500,17.1,1956,170.0,5
2014,125000,22.32,1582,126.32,5
2018,25000,17.4,1197,81.86,5
2013,120000,20.77,1248,88.8,7
2015,35000,17.01,1591,121.3,5
2016,25000,22.54,1396,88.73,5
2005,120000,16.4,1896,90.0,5
2018,25000,24.04,999,67.0,5
2014,140000,14.0,2489,95.0,8
2005,79000,13.1,1493,82.0,5
2015,125000,21.04,1461,83.8,8
2011,110000,16.8,1497,116.4,5
2010,80000,16.2,1493,110.0,5
2014,100000,22.32,1582,126.32,5
2010,78000,13.6,2523,63.0,7
2018,15000,17.4,1197,81.86,5
2019,5000,21.4,1197,83.1,5
2016,75000,23.95,998,67.05,5
2020,5500,21.01,1197,81.8,5
2016,80000,19.64,1461,108.45,5
2017,70000,27.39,1248,74.0,5
2017,80000,17.19,1197,81.86,5
2014,120000,22.32,1582,126.32,5
2016,75000,26.59,1248,74.0,5
2010,80000,16.2,1493,110.0,5
1997,100000,19.369999999999997,1248,81.86,5
2012,120000,23.5,1498,88.7,5
2007,110000,12.7,2609,116.6,8
2010,110000,23.0,1396,90.0,5
2019,2000,27.28,1047,69.0,5
2014,80000,23.4,1248,74.0,5
2014,46000,21.63,998,67.04,5
2014,102000,24.2,1498,93.87,7
2012,96000,19.62,1998,190.0,5
2017,20000,22.0,999,67.0,5
2015,16000,19.1,1197,85.8,5
2013,23000,17.0,1197,80.0,5
2011,25000,18.16,1196,86.8,5
2015,35000,17.7,1497,113.42,5
2011,90000,14.94,2143,204.0,5
2013,37000,20.36,1197,78.9,5
2017,34000,21.4,1197,83.1,5
2012,60000,17.7,1497,113.42,5
2010,50000,20.36,1197,78.9,5
2012,38000,24.7,796,47.3,5
2017,40000,19.369999999999997,1248,81.86,5
2012,57000,17.7,1497,113.42,5
2013,77000,21.1,1248,73.9,5
1997,110000,16.1,796,37.0,4
2005,188000,12.3,1948,90.0,7
2010,150000,19.7,796,46.3,5
2012,40000,21.1,814,55.2,5
2014,120000,19.01,1461,108.45,5
2011,70000,20.36,1197,78.9,5
2014,25000,15.4,2179,120.0,9
2006,250000,12.8,2494,102.0,7
2018,35000,22.5,999,67.0,5
2010,98000,17.8,1248,75.0,5
2011,62000,16.36,1495,93.7,5
2010,90000,18.3,1991,147.9,5
2013,110000,18.6,1199,79.4,5
2010,90000,20.36,1197,78.9,5
2019,10000,17.3,1497,121.0,7
2019,25000,20.0,1497,115.0,5
2019,13000,22.54,1396,88.76,5
2017,80000,27.28,1047,69.0,5
2014,40000,20.14,1498,88.8,5
2019,20000,28.4,1248,74.02,5
2008,87540,16.6,796,35.5,5
2007,84000,16.0,995,60.0,5
2012,100000,20.54,1598,103.6,5
2017,35000,20.3,998,68.05,5
2010,60000,12.9,1598,102.5,5
2012,70000,18.6,1388,67.0,5
2015,60000,20.5,1248,91.72,5
2016,35000,22.77,1498,98.59,5
2012,231438,18.4,1248,75.0,5
2016,71000,27.39,1248,74.0,5
2016,70000,23.2,1248,73.94,5
2007,80000,16.1,796,37.0,4
2011,239451,13.6,2523,63.0,7
2000,50000,19.369999999999997,1248,81.86,5
2009,90000,21.1,1248,73.9,5
2016,154000,19.67,1582,126.2,5
2013,109000,19.64,1461,108.45,5
2016,120000,26.59,1248,74.0,5
2006,77000,19.369999999999997,1248,81.86,5
2012,100000,26.2,998,58.2,5
2009,110000,11.57,2179,138.1,7
2005,200000,13.1,1493,82.0,5
2008,120000,19.369999999999997,1248,81.86,5
2016,39000,20.51,998,67.04,5
2005,96000,16.1,796,37.0,4
2014,90000,20.54,1598,103.6,5
2010,135000,17.8,1248,75.0,5
2018,90000,27.28,1047,69.0,5
2010,426000,12.8,2494,102.0,7
2016,120000,24.4,1120,71.0,5
2009,50000,19.0,998,66.1,5
2012,77000,20.4,1248,91.7,5
2007,120000,17.7,1497,78.0,5
2008,120000,13.9,1599,103.2,5
2013,190000,23.4,1248,74.0,5
2013,110000,12.05,2179,120.0,8
2012,182000,24.8,1396,88.7,5
2017,60000,28.4,1248,74.02,5
2019,40000,20.14,1197,81.86,5
2016,112000,22.54,1396,88.73,5
2013,80000,12.05,2179,120.0,8
2010,90000,16.8,1493,110.0,5
2015,140000,25.1,1498,98.6,5
2012,188000,14.0,2179,120.0,8
2014,60000,20.36,1197,78.9,5
2017,30000,18.9,1197,81.86,5
2013,70000,25.44,936,57.6,5
2013,100000,19.09,1396,69.0,5
2011,44000,16.0,995,63.0,5
2016,110000,18.5,1197,85.8,5
2011,80000,21.1,814,55.2,5
2015,120000,18.6,1197,81.83,5
2012,60000,20.0,1399,68.0,5
2011,60000,19.3,1248,73.9,5
2011,110000,13.93,2179,138.03,7
2012,70000,22.32,1582,126.32,5
2009,110000,19.7,796,46.3,5
2013,77300,21.14,1498,103.52,5
2013,91500,10.0,2148,170.0,5
2011,75000,25.0,1396,69.0,5
2015,45000,28.4,1248,74.0,5
2017,61260,24.3,1248,88.5,5
2019,26000,23.0,1498,98.96,5
2017,43000,22.54,1396,88.73,5
2018,4773,22.0,1197,81.8,5
2017,57900,21.9,1498,98.6,7
2019,8600,17.3,1497,121.0,7
2016,52000,23.65,1248,88.5,5
2013,62000,22.0,1197,81.8,5
2012,155000,12.8,2494,102.0,8
2016,66000,20.14,1498,88.8,5
2016,78010,21.66,1498,103.52,5
2018,83844,24.52,1248,88.5,7
2015,23999,23.1,998,67.04,5
2016,52000,27.39,1248,74.0,5
2012,145000,22.9,1248,74.0,5
2018,70000,18.49,1493,100.0,7
2015,25000,16.8,796,34.2,5
2014,51000,14.74,2993,270.9,5
2014,120000,24.2,1498,98.6,7
2013,91400,19.34,1198,76.0,5
2014,80000,18.2,1248,73.8,7
2017,50000,25.32,1198,77.0,6
2010,185000,16.2,1493,110.0,5
2011,125000,20.54,1598,103.6,5
2006,178500,17.7,1497,78.0,5
2017,66953,16.0,2179,140.0,7
2012,166000,23.08,1461,63.1,5
2011,131000,20.54,1598,103.6,5
2015,25000,25.2,1248,74.0,5
2018,20000,18.2,1199,88.7,5
2016,60000,18.5,1198,86.8,5
2010,170000,15.37,1196,73.0,5
2013,110000,17.11,1968,174.33,5
2019,45000,22.0,1197,81.8,5
2016,32000,18.2,1248,73.74,8
2016,60000,18.49,1493,100.0,7
2003,120000,13.1,1493,82.0,5
2015,143000,25.83,1498,99.0,5
2015,100000,26.59,1248,74.0,5
2018,50000,21.63,998,67.0,5
2018,30000,22.54,1396,88.73,5
2017,25000,21.94,1196,61.7,5
2012,102000,12.8,2494,102.0,8
2013,90000,23.08,1461,63.12,5
2018,62000,28.4,1248,74.0,5
2011,15000,19.7,796,46.3,5
2009,70000,19.7,796,46.3,5
2018,25000,18.9,1197,81.86,5
2017,40000,22.54,1396,88.73,5
2017,70000,22.54,1396,88.73,5
2011,200000,17.0,1405,71.0,5
2018,35000,22.0,1582,126.2,5
2007,155000,18.7,1896,66.0,5
2017,80000,24.0,1186,73.97,5
2011,50000,17.92,1086,62.1,5
2008,120000,14.3,1968,140.0,5
2013,40000,20.36,1197,78.9,5
2014,141000,15.1,2179,140.0,7
2005,15000,19.369999999999997,1248,81.86,5
2007,150000,18.1,1493,110.0,5
2014,80000,23.2,1248,73.94,5
2018,25000,23.0,1498,98.96,5
2017,51000,14.07,2956,69.01,7
2011,40000,20.0,1399,68.0,5
2012,70000,20.0,1399,68.0,5
2010,110000,21.1,1248,73.9,5
2011,80000,18.3,1991,147.9,5
2013,136000,18.2,1248,73.8,7
2013,120000,19.01,1461,108.45,5
2010,120000,19.3,1248,73.9,5
2004,120000,16.8,1405,62.0,5
2010,210000,12.2,1994,105.3,9
2015,90000,20.14,1498,88.8,5
2007,100750,16.1,1298,88.2,5
2006,140000,14.4,1599,94.0,5
2007,110000,17.7,1497,78.0,5
2018,40000,17.0,1198,108.5,5
2010,148000,23.0,1396,90.0,5
2015,155000,22.3,1248,74.0,5
2015,70000,25.83,1498,99.0,5
2010,100000,11.5,2982,171.0,7
2015,45000,21.1,814,55.2,5
1998,40000,17.3,993,60.0,5
2017,90000,15.96,2523,62.1,7
2013,120000,17.92,1086,62.1,5
2016,80000,20.85,1197,83.14,5
2008,110000,15.6,1586,104.68,5
2015,70000,26.21,1248,88.5,5
2020,5000,21.21,1197,81.8,5
2007,75000,17.8,1086,63.0,5
2014,70000,21.1,814,55.2,5
2014,90000,20.45,1461,83.8,5
2011,100000,17.5,1298,85.8,5
2017,90000,17.8,1199,76.8,5
2012,120000,21.03,1461,65.0,5
2015,80000,19.09,1405,69.01,5
2014,72000,26.0,1498,98.6,5
2013,110000,15.1,2179,140.0,7
2017,35000,24.7,796,47.3,5
2014,130000,20.77,1248,88.8,7
2013,188000,22.9,1248,74.0,5
2015,80000,25.83,1498,99.0,5
2008,48676,19.7,796,35.0,8
2006,60000,19.369999999999997,1248,81.86,5
2018,40000,20.62,1198,67.0,7
2012,120000,19.369999999999997,1248,81.86,5
2003,70000,19.369999999999997,1248,81.86,5
2018,15000,24.7,796,47.3,5
2011,80000,17.0,1405,71.0,5
2017,60000,22.77,1498,98.59,5
2017,120000,23.59,1364,67.04,5
2003,120000,19.369999999999997,1248,81.86,5
2000,180000,17.3,993,60.0,5
2013,250000,20.46,1461,83.8,5
2019,15000,20.3,1086,68.0,5
2017,65000,28.09,1248,88.5,5
2011,70000,16.5,1172,65.0,5
2016,30000,20.51,998,67.04,5
2016,79500,15.4,2179,120.0,7
2007,90000,17.8,1086,63.0,5
2015,110000,20.45,1461,83.8,5
2011,153000,22.32,1582,126.32,5
2008,200185,16.6,1388,68.0,5
2013,149000,23.4,1248,74.0,5
2016,100000,25.83,1498,99.0,5
2018,12000,20.89,1197,81.8,5
2011,40000,20.36,1197,78.9,5
1997,100000,17.3,993,60.0,5
2017,27000,18.9,1197,81.86,5
2015,120000,20.51,998,67.04,5
2014,49025,15.37,1196,73.0,5
2015,15000,25.4,624,37.5,4
2014,90000,23.95,998,67.05,5
2010,90000,14.49,2993,258.0,5
2009,195000,14.8,2499,80.0,10
2006,90000,10.5,2179,120.0,8
1997,80000,16.1,796,37.0,4
2016,22000,17.8,1497,117.3,5
2012,35000,17.5,1197,85.8,5
2013,120000,19.1,1197,85.8,5
2016,40000,16.0,2179,140.0,7
2009,60000,15.3,1596,101.0,5
2007,110000,10.5,2179,120.0,7
2008,112000,10.5,2609,120.0,9
2011,70000,20.0,1399,68.0,5
2014,140000,25.1,1498,98.6,5
1997,94000,15.9,1298,85.0,5
2012,70000,19.7,796,46.3,5
2018,27000,20.14,1498,88.0,5
2016,86000,26.0,1498,98.6,5
2007,120000,19.7,796,46.3,5
2006,100000,16.0,1061,64.0,5
2016,120000,23.95,998,67.05,5
2007,80000,19.369999999999997,1248,81.86,5
2017,20000,18.15,1198,82.0,6
2009,81000,17.0,1197,80.0,5
2011,90000,18.6,1199,79.4,5
2001,60000,16.1,796,37.0,4
2012,40000,18.6,1199,79.4,5
2007,80000,15.3,1193,65.3,5
2014,35000,22.8,1373,80.9,7
2019,20000,25.47,1248,88.5,7
2015,50000,18.2,1199,82.4,5
2015,77000,16.0,2179,140.0,7
2014,50000,15.1,2179,140.0,7
2016,13500,23.84,1199,84.0,5
2016,38000,24.7,796,47.3,5
2019,14000,25.47,1248,88.5,7
2009,70000,13.5,1799,130.0,5
2016,55000,25.32,1198,77.0,6
2006,150000,18.9,998,67.1,5
2013,160000,15.96,2523,62.1,7
2013,50000,22.1,1248,76.9,5
2008,120000,19.09,1396,69.0,5
2013,76460,22.32,1582,126.32,5
2011,125000,20.0,1399,68.0,5
2012,110000,20.8,1461,65.0,5
2017,25000,21.1,814,55.2,5
2015,30000,26.0,1498,98.6,5
2013,70000,19.2,1086,68.05,5
2013,110000,19.81,1086,68.05,5
2010,200000,19.0,998,67.1,5
2014,80000,21.1,814,55.2,5
2014,76000,25.8,1498,98.6,5
2007,150000,17.2,1396,53.5,5
2018,35000,13.68,2393,147.8,7
2016,40000,18.6,1197,81.83,5
2015,110000,22.77,1498,98.59,5
2018,15000,17.8,1198,86.7,5
2013,120000,16.36,1495,93.7,5
2017,24000,27.28,1047,69.0,5
2018,53000,23.0,1498,98.96,5
2011,40000,19.7,796,46.3,5
2016,47370,21.94,1196,63.0,5
2007,120000,18.7,1896,66.0,5
2015,100000,25.2,1248,73.94,5
2009,80000,11.5,1991,147.9,7
2011,91000,20.36,1197,78.9,5
2013,80000,23.2,1248,73.94,5
2016,80000,21.94,1196,61.7,5
2008,110000,13.2,1495,94.0,5
2013,90000,17.2,1968,138.1,5
2010,120000,14.3,1798,160.0,5
2016,45217,25.83,1498,99.0,5
2012,70000,13.44,2359,198.25,5
2013,133000,20.3,1248,75.0,5
2011,117000,20.3,1248,75.0,5
2011,35000,17.0,1497,118.0,5
2003,70000,13.2,1495,94.0,5
2011,60000,19.7,796,46.3,5
2009,163000,19.369999999999997,1248,81.86,5
2011,222300,22.07,1199,73.9,5
2013,100000,12.99,2494,100.57,7
2013,120000,23.2,1248,73.94,5
2011,160000,19.369999999999997,1248,81.86,5
2017,20000,22.0,1197,81.8,5
2020,16000,33.0,796,47.3,5
2016,30000,18.9,1197,82.0,5
2009,50000,19.369999999999997,1248,81.86,5
2012,210000,17.21,1493,100.0,7
2015,100000,12.99,2494,100.6,8
2015,40000,12.99,2494,100.6,7
2016,35000,14.74,2993,270.9,5
2018,50000,18.49,1493,100.0,7
2010,91000,17.0,1497,118.0,5
2017,50000,17.1,1956,170.0,5
2015,67000,20.4,1248,91.7,5
2015,40000,18.9,1197,82.0,5
2013,100000,23.2,1248,73.94,5
2013,185000,23.4,1248,74.0,5
2015,80000,24.0,1120,70.0,5
2019,30000,12.4,1999,147.9,5
2020,5000,17.0,1198,108.5,5
2019,10000,18.78,999,75.0,5
2002,60000,19.369999999999997,1248,81.86,5
2012,140000,20.77,1248,88.76,7
2019,19000,18.6,1197,81.86,5
2017,44600,24.52,1248,88.5,7
2014,28080,0.0,1197,103.25,5
2014,28800,18.6,1197,81.83,5
2018,21900,20.71,799,53.26,5
2014,28100,0.0,1197,103.25,5
2016,100000,22.54,1396,88.73,5
2019,7673,28.4,1248,74.02,5
2008,100000,18.9,1061,67.0,5
2009,75000,15.0,1368,90.0,5
2018,50000,28.4,1248,74.02,5
2014,40000,17.43,1396,105.5,5
2016,40000,24.52,1248,88.5,7
2014,110000,15.4,1997,120.0,7
2013,96272,25.44,936,57.6,5
2015,74000,18.88,1995,184.0,5
2011,168000,12.8,2494,102.0,7
2013,60000,25.0,1396,69.01,5
2020,7400,24.3,1248,88.5,5
2011,70000,17.5,1298,85.8,5
2009,67000,18.9,1061,67.0,5
2009,110000,17.7,1399,68.0,5
2012,175000,21.5,1248,88.8,5
2014,120000,12.05,2179,120.0,9
2008,120000,17.5,1396,70.0,5
2012,370000,12.05,2179,120.0,9
2014,150360,22.32,1582,126.32,5
2017,15000,24.7,1047,69.0,5
2018,30000,24.04,999,67.0,5
2009,150000,17.8,1248,75.0,5
2015,100000,25.2,1248,74.0,5
2011,70000,20.92,998,67.1,5
2011,40000,26.0,624,35.0,4
2008,154000,12.8,2494,102.0,8
2004,110000,14.4,1599,94.0,5
2013,120000,20.77,1248,88.76,7
2013,145000,15.3,2956,83.83,7
2017,30000,25.32,1198,77.0,6
2014,90000,22.9,1248,74.0,5
2011,110000,19.7,796,46.3,5
2012,40000,23.0,1396,90.0,5
2010,166000,12.05,2179,120.0,8
2011,100000,20.36,1197,78.9,5
2009,75000,18.9,1061,67.0,5
2013,42130,21.1,814,55.2,5
2010,53000,21.1,1197,85.8,5
2006,106000,17.3,993,60.0,5
2005,96000,13.4,1794,125.0,5
2019,10000,21.01,1197,81.8,5
2016,37000,20.85,1197,83.14,5
2018,20000,16.0,2179,138.0,7
2017,35000,17.71,1197,78.9,5
2016,50000,18.6,1197,81.83,5
2020,5000,0.0,2523,70.0,2
2011,85000,19.369999999999997,1248,81.86,5
2017,47000,19.67,1582,126.2,5
2017,50000,25.6,1498,97.9,5
2015,57000,23.0,1248,88.7,5
2010,43000,18.9,998,67.1,5
2014,60000,19.1,1197,85.8,5
2015,40000,22.54,1396,88.73,5
2011,60000,19.0,998,66.1,5
2015,30000,18.0,1497,117.3,5
2015,160000,22.54,1396,88.73,5
2013,90000,22.07,1199,73.9,5
2015,70000,28.09,1248,88.5,5
2007,70000,17.7,1497,78.0,5
2014,120000,14.95,2489,93.7,7
2013,75000,21.1,814,55.2,5
2010,85000,17.0,1497,118.0,5
2012,70000,19.3,1248,73.9,5
2017,29000,22.0,1498,108.495,5
2014,40000,13.1,2499,141.0,7
2012,90000,19.08,1582,126.32,5
2015,40000,18.49,1493,100.0,7
2015,138000,22.77,1498,98.59,5
2016,70000,25.2,1248,74.0,5
2019,30000,19.44,999,75.0,5
2013,125000,22.32,1582,126.3,5
2015,120000,26.0,1498,98.6,5
2013,180000,23.4,1248,74.0,5
2015,20000,17.57,1193,88.7,5
2012,80000,19.87,1461,83.8,5
2014,110000,12.99,2494,100.6,7
2013,80000,22.32,1582,126.32,5
2017,40000,23.59,1364,67.05,5
2018,30000,17.5,1199,88.7,5
2014,80000,25.01,1498,89.75,5
2011,140000,20.0,1968,108.5,5
2017,25000,23.95,998,67.05,5
2016,63000,15.3,2956,83.8,9
2017,30000,21.1,814,55.2,5
2009,80000,10.93,3498,272.0,5
2018,46000,19.67,1582,126.2,5
2018,40000,22.0,1197,81.8,5
2015,40000,22.74,796,47.3,5
2016,120000,24.52,1248,88.5,7
2016,120000,25.2,1248,74.0,5
2015,110000,15.96,2523,62.1,7
2012,67000,23.08,1461,63.12,5
2014,50000,23.4,1248,74.0,5
2012,100000,22.32,1582,126.3,5
2015,80000,23.59,1364,67.05,5
2011,50000,18.5,1399,68.0,5
2011,70000,14.0,796,35.0,5
2017,50000,24.3,1248,88.5,5
2017,65000,21.04,1461,83.8,7
2012,200000,20.77,1248,88.76,7
2018,7500,28.09,1248,88.5,5
2013,35000,18.6,1197,85.8,5
2013,60000,16.2,2993,235.0,5
2009,71000,16.1,1197,85.0,5
2017,30000,23.95,998,67.05,5
2012,50000,19.7,796,46.3,5
2008,80000,14.84,2143,170.0,5
2011,90000,18.06,1198,75.0,5
2000,100000,16.1,796,37.0,4
2004,80000,19.369999999999997,1248,81.86,5
2018,30000,25.5,1498,98.6,5
2016,210000,25.2,1248,74.0,5
2017,54188,18.49,1493,100.0,7
2012,90000,20.5,1598,103.5,5
2011,100000,18.6,1199,79.4,5
2014,40000,21.1,814,55.2,5
2014,35000,20.63,1198,67.0,5
2017,20000,23.01,999,67.0,5
2007,144000,10.9,796,32.8,5
2014,54043,18.9,1197,81.86,5
2012,66657,22.32,1582,126.32,5
2016,42000,19.09,1405,69.01,5
2013,35582,18.5,1197,82.85,5
2013,54327,17.2,1197,103.6,5
2016,7949,17.0,1198,73.75,5
2010,59734,16.95,1197,78.9,5
2012,49185,16.8,1497,116.4,5
2011,56389,20.36,1197,78.9,5
2013,58245,16.47,1198,73.9,5
2015,36422,18.44,1198,75.0,5
2011,42535,16.7,1198,88.8,5
2011,40736,16.95,1197,78.9,5
2012,56246,18.6,1197,85.8,5
2011,55403,18.6,1197,85.8,5
2018,30000,20.3,1199,84.0,5
2015,67000,23.95,998,67.05,5
2013,70000,17.01,1591,121.3,5
2014,90000,24.0,1120,70.0,5
2019,7500,18.6,1197,81.86,5
2011,80000,11.57,2179,138.1,7
2012,186000,23.57,1396,70.0,5
2016,110000,25.0,1396,69.0,5
2005,120000,17.8,1399,68.0,5
2012,105358,17.8,1399,67.0,5
2014,70000,18.6,1197,81.83,5
2010,49200,19.81,1086,68.05,5
2017,40000,17.4,1497,117.6,5
2014,40000,24.2,1498,98.6,7
2017,40000,18.49,1493,100.0,7
2013,70000,18.6,1199,79.4,5
2018,10000,18.9,1197,81.86,5
2017,70000,15.04,2755,174.5,7
2016,100600,13.68,2393,147.8,8
2012,50000,16.09,1995,184.0,5
2014,136000,15.1,2179,140.0,7
2017,48000,17.9,2143,136.0,5
2010,110000,17.8,1399,68.0,5
2012,86000,19.01,1461,108.45,5
2009,141000,19.7,796,46.3,5
